match_id,team_id,player_id,minute,half,x,y,distance,angle,is_header,is_right_foot,is_left_foot,is_other_body,shot_type_Open_Play,shot_type_Free_Kick,shot_type_Penalty,shot_type_Corner,shot_type_Throw_In,shot_type_Set_Piece,first_time,one_on_one,deflected,redirected,under_pressure,n_defenders,n_attackers,gk_distance,big_chance,dist_bin,angle_bin,xg_target,is_goal,outcome,play_pattern,technique
3753983,26,3944.0,41,1,91.3,32.7,29.61,0.2386,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,11,5,4.67,0,5,0,0.0223,0,Blocked,From Corner,Half Volley
3753983,1,3604.0,48,2,113.0,40.5,7.02,0.9602,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,8,3,1.7,0,1,3,0.1224,1,Goal,From Corner,Normal
3753983,26,3944.0,49,2,97.5,32.1,23.85,0.2883,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,10,5,3.21,0,4,1,0.0551,0,Saved,Regular Play,Normal
3753983,26,3944.0,52,2,99.5,50.8,23.17,0.2792,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,9,4,1.75,0,4,1,0.0436,0,Blocked,From Throw In,Normal
3753983,1,3385.0,53,2,101.9,27.0,22.28,0.2676,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,7,4,3.08,0,4,1,0.032,0,Off T,Regular Play,Normal
3753983,1,3394.0,64,2,112.4,42.5,8.0,0.8326,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,10,7,2.25,0,1,3,0.0855,0,Wayward,From Corner,Normal
3753983,1,3385.0,64,2,114.4,30.5,11.03,0.3621,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,9,5,2.55,0,2,1,0.1051,0,Off T,From Corner,Normal
3753983,1,3394.0,67,2,113.9,43.3,6.94,0.9101,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,6,2,0.85,1,1,3,0.6126,1,Goal,From Free Kick,Half Volley
3753983,1,5581.0,72,2,112.8,49.0,11.53,0.4155,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,8,4,8.07,0,2,1,0.214,1,Goal,From Free Kick,Normal
3753983,26,3644.0,77,2,100.1,25.0,24.92,0.2353,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,9,6,4.22,0,4,0,0.032,0,Saved,Regular Play,Normal
3753983,1,5581.0,78,2,100.8,23.8,25.12,0.2237,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,8,4,1.9,0,5,0,0.0281,0,Off T,From Counter,Normal
3753983,1,3385.0,88,2,111.8,55.1,17.18,0.2098,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,7,1,3.01,0,3,0,0.0394,0,Blocked,From Free Kick,Normal
3753983,1,3496.0,91,2,108.7,51.8,16.34,0.3154,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,8,4,2.06,0,3,1,0.0603,0,Saved,From Keeper,Normal
3754160,41,7171.0,3,1,102.0,50.8,20.99,0.2991,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,7,1,2.11,0,4,1,0.1359,0,Saved,From Counter,Normal
3754160,1,3517.0,6,1,95.5,35.5,24.91,0.2872,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,10,5,3.36,0,4,1,0.0398,0,Off T,From Throw In,Normal
3754160,41,22281.0,8,1,113.9,41.9,6.39,1.02,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,11,6,1.21,0,1,4,0.1528,0,Off T,From Free Kick,Normal
3754160,41,4429.0,22,1,89.3,48.9,31.96,0.2193,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,10,5,2.69,0,6,0,0.02,0,Off T,From Goal Kick,Normal
3754160,1,3517.0,28,1,92.9,41.8,27.16,0.2673,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,10,6,3.36,0,5,1,0.0259,0,Blocked,From Throw In,Normal
3754160,41,7171.0,30,1,109.3,36.0,11.42,0.5895,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,6,2,1.56,0,2,2,0.055,0,Off T,From Free Kick,Normal
3754160,1,5581.0,32,1,107.0,27.1,18.31,0.2873,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,10,5,0.72,0,3,1,0.1459,1,Goal,Regular Play,Normal
