match_id,statsbomb_xg,pred_xg,goals,shots
3901188,2.5599,2.1296545088920427,3.0,16
3901190,1.2893000000000001,1.66145046668077,3.0,28
3901196,1.673,1.9818849677929926,5.0,18
3901207,2.0802,2.4239515940176437,2.0,24
3901208,2.4874,2.5017567708577166,2.0,22
3901214,1.8536,2.2597029737345933,2.0,21
3901217,3.8916,4.5146362950363335,3.0,36
3901221,2.1533,2.9373116700900437,3.0,22
3901223,1.4933,1.7016322895407985,3.0,21
3901227,1.2156,0.9190249109568887,1.0,14
3901235,0.652,1.0285875722415208,3.0,12
3901237,2.5424,1.7838661897573456,0.0,18
3901246,2.0633,2.0545494412855074,3.0,25
3901247,2.0961,2.0746735628677015,4.0,16
3901249,2.0424,2.1998895010309254,2.0,27
3901255,2.1281,1.976332484310553,5.0,21
3901258,2.4178,2.5951873499853217,4.0,24
3901260,2.8543,3.121402559209742,1.0,27
3914644,0.6628000000000001,0.7481888545160127,1.0,13
3915998,2.8938,1.8940016350200932,3.0,16
